"grade","rank","math","verbal","prev","rdg","father","mother","gender"
0,0.677333333333333,400,390,FALSE,"Never","Not Available","Not Available","Female"
1,0.930434782608696,620,540,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.696428571428571,400,460,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.638157894736842,360,320,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.667447306791569,500,520,FALSE,"Never","Not Available","Not Available","Female"
0,0.86013986013986,430,400,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.830342577487765,520,490,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.74561403508772,390,520,FALSE,"Passed","Some College","Some College","Male"
1,0.83763277693475,600,610,FALSE,"Never","High School Diploma or GED","Some High School","Female"
1,0.809135399673736,700,680,FALSE,"Never","Some College","High School Diploma or GED","Male"
1,0.956521739130435,430,550,FALSE,"Never","Some College","Some College","Female"
0,0.637931034482759,520,450,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
0,0.637931034482759,520,450,TRUE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
1,0.637931034482759,520,450,TRUE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
1,0.872340425531915,690,650,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
1,0.985074626865672,760,720,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
1,0.747967479674797,560,530,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
1,0.783783783783784,360,360,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.70945945945946,510,460,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
0,0.70945945945946,510,460,TRUE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
1,0.842105263157895,740,600,FALSE,"Never","Some College","Some College","Female"
1,0.783783783783784,520,510,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.647342995169082,460,290,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.647342995169082,460,290,TRUE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.579661016949153,460,570,FALSE,"Never","Not Available","Not Available","Female"
0,0.692307692307692,650,530,FALSE,"Never","Not Available","Not Available","Male"
1,0.974747474747475,580,510,FALSE,"Never","Not Available","Not Available","Female"
1,0.928571428571429,560,530,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
0,0.333333333333333,390,510,FALSE,"Never","Some College","Graduate/Professional degree","Male"
0,0.333333333333333,390,510,TRUE,"Never","Some College","Graduate/Professional degree","Male"
1,0.675675675675676,620,680,FALSE,"Never","Some College","Some College","Female"
1,0.75,420,650,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.764302059496567,580,560,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.511520737327189,500,470,FALSE,"Never","Some College","Some College","Female"
1,0.873385012919897,480,610,FALSE,"Never","Not Available","Not Available","Male"
1,0.784810126582278,450,380,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.694915254237288,490,500,FALSE,"Never","Not Available","Not Available","Male"
0,0.434873949579832,560,600,FALSE,"Never","Some College","Some College","Male"
1,0.434873949579832,560,600,TRUE,"Never","Some College","Some College","Male"
0,0.733167082294264,410,460,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.733167082294264,410,460,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.595687331536388,390,440,FALSE,"Never","Some High School","Some College","Female"
1,0.611111111111111,430,530,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.755102040816326,480,450,FALSE,"Never","Not Available","Not Available","Female"
1,0.74009900990099,460,440,FALSE,"Never","Some College","Some College","Female"
0,0.642430278884462,580,550,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.58811475409836,640,600,FALSE,"Never","Not Available","Not Available","Female"
1,0.784172661870504,600,600,FALSE,"Never","Not Available","Not Available","Male"
0,0.587234042553191,520,520,FALSE,"Never","Not Available","Not Available","Female"
0,0.7,420,530,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.482758620689655,480,390,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
1,0.482758620689655,480,390,TRUE,"Never","High School Diploma or GED","Bachelor Degree","Male"
1,0.621283255086072,370,420,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.597156398104265,430,400,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.704615384615385,420,610,FALSE,"Never","Some College","Bachelor Degree","Female"
0,0.629489603024575,450,530,FALSE,"Never","Some College","Some College","Female"
1,0.710526315789474,410,400,FALSE,"Never","Some High School","Bachelor Degree","Female"
0,0.826666666666667,480,550,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.407894736842105,520,530,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.736842105263158,520,510,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.513126491646778,370,450,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.513126491646778,370,450,TRUE,"Never","Some College","Bachelor Degree","Female"
0,0.521341463414634,450,440,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.521341463414634,450,440,TRUE,"Never","High School Diploma or GED","Some College","Female"
0,0.423780487804878,460,520,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.53156146179402,550,440,FALSE,"Never","Not Available","Not Available","Female"
1,0.928759894459103,600,520,FALSE,"Never","Not Available","Not Available","Female"
0,0.789772727272727,520,500,FALSE,"Never","Not Available","Not Available","Female"
1,0.327118644067797,330,330,FALSE,"Never","Not Available","Not Available","Female"
0,0.313846153846154,420,450,FALSE,"Never","Some College","High School Diploma or GED","Male"
0,0.695121951219512,440,550,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.992610837438424,740,730,FALSE,"Never","Not Available","Not Available","Female"
1,0.681912681912682,520,600,FALSE,"Never","Not Available","Not Available","Male"
1,0.979214780600462,630,540,FALSE,"Never","No High School","High School Diploma or GED","Female"
1,0.88402625820569,540,490,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.666666666666667,530,630,FALSE,"Never","Some College","Some College","Female"
1,0.789340101522843,620,570,FALSE,"Never","Not Available","Not Available","Male"
0,0.218274111675127,510,470,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
1,0.769035532994924,460,420,FALSE,"Never","High School Diploma or GED","Some High School","Male"
0,0.555837563451777,470,440,FALSE,"Never","Some College","High School Diploma or GED","Male"
0,0.2875,500,390,FALSE,"Passed","Some College","High School Diploma or GED","Female"
1,0.631901840490798,450,450,FALSE,"Never","Not Available","Not Available","Male"
1,0.659090909090909,460,490,FALSE,"Never","Not Available","Not Available","Female"
1,0.906086956521739,570,660,FALSE,"Never","Some College","Some College","Female"
1,0.898648648648649,440,400,FALSE,"Never","Not Available","Not Available","Female"
1,0.493975903614458,450,480,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.909090909090909,550,600,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.95890410958904,580,610,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.641891891891892,430,520,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Male"
1,0.656470588235294,470,460,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.510416666666667,550,580,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.369230769230769,460,560,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.78968253968254,510,530,FALSE,"Never","Graduate/Professional degree","Some College","Female"
0,0.613924050632911,500,370,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.840909090909091,560,520,FALSE,"Never","Graduate/Professional degree","Some College","Female"
1,0.898373983739837,450,600,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.819130434782609,560,580,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.388127853881279,500,490,FALSE,"Never","Graduate/Professional degree","Some College","Male"
1,0.967105263157895,520,530,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.821359223300971,600,460,FALSE,"Never","Some College","Some College","Female"
1,0.92972972972973,540,600,FALSE,"Never","Some College","Some College","Female"
1,0.938115330520394,540,500,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.551020408163265,600,380,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.551020408163265,600,380,TRUE,"Never","High School Diploma or GED","Some College","Male"
0,0.560137457044674,480,370,FALSE,"Passed","Some College","Some College","Female"
1,0.877717391304348,450,530,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.958932238193019,570,500,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.834115805946792,590,480,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.81578947368421,540,500,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.635775862068966,460,430,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.411392405063291,530,420,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.612648221343874,520,510,FALSE,"Never","Graduate/Professional degree","Some College","Male"
1,0.452191235059761,500,470,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Male"
1,0.666666666666667,540,530,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.657992565055762,480,470,FALSE,"Never","Some College","Some College","Female"
0,0.636363636363636,380,530,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.426470588235294,440,470,FALSE,"Never","High School Diploma or GED","Associate/two-year degree","Male"
1,0.858490566037736,570,450,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.83764705882353,520,500,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.672131147540984,440,520,FALSE,"Never","Some College","High School Diploma or GED","Male"
0,0.672131147540984,440,520,TRUE,"Never","Some College","High School Diploma or GED","Male"
1,0.82942097026604,450,470,FALSE,"Never","Some College","Some College","Female"
1,0.797979797979798,550,550,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Male"
1,0.382978723404255,510,390,FALSE,"Never","Some College","Some College","Male"
1,0.823529411764706,480,500,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.892156862745098,560,440,FALSE,"Never","Some College","Graduate/Professional degree","Female"
1,0.783783783783784,480,590,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.707792207792208,560,550,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.818181818181818,580,530,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.818181818181818,580,530,TRUE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.818181818181818,580,530,TRUE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.471311475409836,520,500,FALSE,"Never","Bachelor Degree","Some High School","Male"
0,0.471311475409836,520,500,TRUE,"Never","Bachelor Degree","Some High School","Male"
0,0.471311475409836,520,500,TRUE,"Never","Bachelor Degree","Some High School","Male"
0,0.737556561085973,500,440,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.495901639344262,460,390,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.945945945945946,610,500,FALSE,"Never","Graduate/Professional degree","Some College","Female"
1,0.879032258064516,520,590,FALSE,"Never","Some College","Some College","Male"
1,0.722222222222222,520,440,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.153846153846154,410,420,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.655172413793103,520,510,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.63768115942029,420,440,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.63768115942029,420,440,TRUE,"Never","Some College","High School Diploma or GED","Female"
0,0.379310344827586,420,410,FALSE,"Passed","High School Diploma or GED","High School Diploma or GED","Female"
1,0.525252525252525,330,400,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.863636363636364,580,680,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
0,0.413793103448276,460,370,FALSE,"Never","Some High School","High School Diploma or GED","Male"
1,0.91304347826087,440,420,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.746376811594203,500,490,FALSE,"Never","Some College","High School Diploma or GED","Male"
0,0.626016260162602,390,390,FALSE,"Never","Some College","High School Diploma or GED","Male"
0,0.487252124645892,470,430,FALSE,"Never","Some High School","Some College","Female"
0,0.487252124645892,470,430,TRUE,"Never","Some High School","Some College","Female"
0,0.785714285714286,460,370,FALSE,"Never","Some High School","High School Diploma or GED","Male"
